키워드,언론사,기사명,날짜,URL
매일일보,"[칼럼] 공공요금 연쇄적 인상 임박, 서민경제 위축 우려",2021-10-01,http://www.m-i.kr/news/articleView.html?idxno=863747,코로나 생활지표
충청일보,충주시 사회적 거리두기 4단계 1주일 연장…코로나 확산세 여전,2021.08.10.,https://www.ccdailynews.com/news/articleView.html?idxno=2075109,코로나 생활지표
메디파나뉴스,코로나19 확산세 계속…의료자원 '부족' 현실화 되나?,2021.08.06.,http://medipana.com/news/news_viewer.asp?NewsNum=282345&MainKind=A&NewsKind=5&vCount=12&vKind=1,코로나 생활지표
YTN,열흘째 2천 명 이상 확진...잇단 연휴에 확산 우려,2021-10-04,https://www.ytn.co.kr/_ln/0103_202110031218457335,코로나 생활지표
뉴시스,"코로나 재유행에 경기 회복세 꺾일라…정부, '국민지원금' 지급 속도",2021.08.05.,http://www.newsis.com/view/?id=NISX20210805_0001538904&cID=10401&pID=10400,코로나 생활지표
한국일보,"""기준금리 또 오른다""...금리수준 전망 3년 8개월 만에 최고치",2021.09.28.,https://hankookilbo.com/News/Read/A2021092807550001749?did=NA,코로나 생활지표
KOTRA해외시장뉴스,"미얀마 경제, 비상사태와 코로나 재확산으로 완연한 하락세",2021.08.09.,http://news.kotra.or.kr/user/extra/kotranews/bbs/linkView/jsp/Page.do?dataIdx=190107,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...파주 신병교육대 12명 확진,2021.08.04.,http://www.youthdaily.co.kr/news/article.html?no=78176,코로나 생활지표
아주경제,[주요경제일정] 코로나 4차 대유행 직격탄 맞았을까...재정·고용동향 '촉각',2021.08.09.,http://www.ajunews.com/view/20210808125532940,코로나 생활지표
프레시안,코로나19 판데믹으로부터 배워야 할 교훈들,2021.08.05.,https://www.pressian.com/pages/articles/2021080510254784286?utm_source=naver&utm_medium=search,코로나 생활지표
내외뉴스통신,"국토교통부, '2020 국토모니터링 보고서' 발간...""동네 생활여건 변화를 한 눈...",2021.08.05.,http://www.nbnnews.co.kr/news/articleView.html?idxno=530624,코로나 생활지표
노컷뉴스,전북 9월 소비자심리지수 2.1p ↑,2021.09.28.,https://www.nocutnews.co.kr/news/5630791,코로나 생활지표
부산제일경제,[코로나19 부산브리핑] 7월 27일 질의응답,2021.07.27.,https://www.busaneconomy.com/news/articleView.html?idxno=252524,코로나 생활지표
청년일보,연천 軍부대 무더기 '돌파감염'...확진자 대다수 화이자 접종,2021-10-04,http://www.youthdaily.co.kr/news/article.html?no=82523,코로나 생활지표
머니투데이,"전문가들 ""늦어도 11월 중순 '단계적 일상회복'으로 변화 필요""",2021-10-02,http://news.mt.co.kr/mtview.php?no=2021100116143385126,코로나 생활지표
아시아경제,코로나 신규확진 1823명…열흘 만에 다시 1800명대(종합),2021.08.07.,https://view.asiae.co.kr/article/2021080710175166114,코로나 생활지표
워크투데이,"기초자치단체 'ESG 평가'해보니.....서울 양천구, 대구 달서구, 전북 장수군,...",2021-10-06,http://www.worktoday.co.kr/news/articleView.html?idxno=18874,코로나 생활지표
노컷뉴스,가계부채·물가 급등에 코로나 변수 겹쳐···금리인상 8월?,2021.08.07.,https://www.nocutnews.co.kr/news/5603676,코로나 생활지표
파이낸셜뉴스,"코로나19 변화된 생활 습관, 심혈관질환 위험 요인 증가시킬 수 있어",2021.06.29.,http://www.fnnews.com/news/202106291537246109,코로나 생활지표
오마이뉴스,"코로나를 일반질병으로... 캐나다 알버타의 결단, 괜찮을까 [김수진의 '별 일...",2021.08.06.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002764319&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,코로나 생활지표
동아일보,반바지 입고 출근하는 남성들…코로나·무더위에 ‘젠더리스 패션’,2021.08.06.,https://www.donga.com/news/article/all/20210806/108411747/1,코로나 생활지표
뉴스프리존,[국내 코로나19 현황] 1일 21시기준 전날보다 220 줄어 1379명 발생.. 전주보...,2021.08.01.,http://www.newsfreezone.co.kr/news/articleView.html?idxno=328762,코로나 생활지표
글로벌경제,"[전문가 기고] 브이노믹스(V-nomics)시대, 코로나19가 던진 네가지 질문",2021.07.30.,http://www.getnews.co.kr/news/articleView.html?idxno=542928,코로나 생활지표
주간한국,"[배종찬 칼럼] 이재명 대세론, 치명적인 3가지 위협",2021-10-02,https://weekly.hankooki.com/lpage/politics/202110/wk20211001213136145700.htm?s_ref=nv,코로나 생활지표
뉴스1,"정부 ""확진자·이동량 증가세…전국적 대유행 우려""(상보)",2021-10-02,https://www.news1.kr/articles/?4449425,코로나 생활지표
한겨레,4차 유행 충격은 좁고 깊다…‘코로나 공존 경제’로 가나,18면 -1단,https://www.hani.co.kr/arti/economy/economy_general/1005619.html,코로나 생활지표
한스경제,"소비심리, 코로나 재확산에 7개월 만에 하락 전환",2021.07.28.,https://www.sporbiz.co.kr/article/20210728570067,코로나 생활지표
한경비즈니스,"신한은행, ESG 금융 포문…실행력 강화도 앞장",2021.09.29.,https://magazine.hankyung.com/business/article/202109155917b,코로나 생활지표
뉴스1,대전 가파른 감염 확산에 ‘제3생활치료센터’ 설치 추진,2021.08.05.,https://www.news1.kr/articles/?4394442,코로나 생활지표
경향신문,“단계적 일상회복 가려면 지속가능한 의료대응체계 마련해야”,2021-10-02,https://www.khan.co.kr/national/national-general/article/202110011744001,코로나 생활지표
데일리임팩트,코로나 패러독스-미국 빈곤층의 삶이 나아졌다,2021.08.05.,http://www.mediasr.co.kr/news/articleView.html?idxno=70795,코로나 생활지표
EBN,"코로나 '재생산지수' 1.04, 비수도권 전역 1 상회…확산세 지속",2021.08.01.,https://www.ebn.co.kr/news/view/1494414/?sc=Naver,코로나 생활지표
여성소비자신문,빅5 제약사 코로나19 장기화 속 안정적 호실적 달성,2021.08.02.,http://www.wsobi.com/news/articleView.html?idxno=131547,코로나 생활지표
아주경제,소비자심리지수 107.3…코로나 4차 대유행에 개선세 꺾였다,2021.07.28.,http://www.ajunews.com/view/20210727205627908,코로나 생활지표
이뉴스투데이,"[박영락의 소통컨슈머리포트] (24)신한카드, 소비자 생활밀착형 콘텐츠로 고객...",2021.08.04.,http://www.enewstoday.co.kr/news/articleView.html?idxno=1501617,코로나 생활지표
노컷뉴스,코로나19 신규확진 1725명…닷새 만에 다시 1700명대(종합),2021.08.04.,https://www.nocutnews.co.kr/news/5601848,코로나 생활지표
UPI뉴스,"경기도, 슬기로운 집콕생활 위한 '게이밍 코칭 프로그램' 운영",2021.08.04.,http://www.upinews.kr/newsView/upi202108040003,코로나 생활지표
경남일보,"""11월초 방역전환 단계적 일상 회복""",2021.09.28.,http://www.gnnews.co.kr/news/articleView.html?idxno=483714,코로나 생활지표
KBS,“독감 수준으로 치명률 떨어지면 일상회복”…의료체계 전환 필요,2021-10-02,https://news.kbs.co.kr/news/view.do?ncd=5292089&ref=A,코로나 생활지표
부산제일경제,[코로나19 부산브리핑] 7월 28일 질의응답,2021.07.28.,https://www.busaneconomy.com/news/articleView.html?idxno=252714,코로나 생활지표
디스커버리뉴스,"정부, 코로나19 감염 재생산지수 1.04, 비수도권 전역 1 상회… 확산세 여전",2021.08.02.,http://www.discoverynews.kr/news/articleView.html?idxno=617923,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...서울성모병원 간호사 코로나19 확진...,2021.07.27.,http://www.youthdaily.co.kr/news/article.html?no=77497,코로나 생활지표
경향신문,초등 여름방학 시작…‘코로나 손실’ 채우는 홈 클래스,A13면 1단,http://biz.khan.co.kr/khan_art_view.html?artid=202107301042001&code=900370,코로나 생활지표
뉴스프리존,[국내 코로나19 현황] 21시기준 전날보다 491명이 많은 1565명 발생.. 전 주보...,2021.08.03.,http://www.newsfreezone.co.kr/news/articleView.html?idxno=329156,코로나 생활지표
뉴시스,"""너도 이렇게 해봐""…'코로나 블루 극복' 챌린지 열풍",2021.08.01.,http://www.newsis.com/view/?id=NISX20210730_0001532882&cID=10201&pID=10200,코로나 생활지표
데일리한국,코로나19 대유행 계속…감염 재생산지수 '1' 웃돌아,2021.08.01.,https://daily.hankooki.com/lpage/society/202108/dh20210801204503137780.htm?s_ref=nv,코로나 생활지표
프라임경제,올해도 '1조 클럽' 안착…빅5 제약사 코로나 여파에도 호실적,2021.08.03.,http://www.newsprime.co.kr/news/article.html?no=550075,코로나 생활지표
뉴시스,"먹는 코로나 약 개발 어디…정부 ""제일 빠른 약 1순위""",2021.07.30.,http://www.newsis.com/view/?id=NISX20210730_0001533049&cID=10434&pID=13100,코로나 생활지표
뉴시스,"먹는 코로나 약 개발 어디…정부 ""제일 빠른 약 1순위""",2021.07.30.,http://www.newsis.com/view/?id=NISX20210730_0001533049&cID=10434&pID=13100,코로나 생활지표
이투데이,코로나 4차 유행…소비자심리 올 최대폭 하락..인플레압력 지속,2021.07.28.,https://www.etoday.co.kr/news/view/2048532,코로나 생활지표
아시아경제,4차 대유행에도…소비자 심리지수 석달 만에 반등,2021.09.28.,https://view.asiae.co.kr/article/2021092813163367847,코로나 생활지표
서울신문,"집콕하다 쌓았네…읽은 책, 읽을 책",23면 TOP,https://www.seoul.co.kr/news/newsView.php?id=20210928023008&wlog_tag3=naver,코로나 생활지표
비즈니스포스트,"7월 소비자심리지수 개선세 7개월 만에 꺾여, 코로나19 재확산 영향",2021.07.28.,https://www.businesspost.co.kr/BP?command=article_view&num=242867,코로나 생활지표
뉴스토마토,"(영상)6월 산업생산, 넉달만에 '최고치'…코로나 불확실성 '변수'(종합)",2021.07.30.,http://www.newstomato.com/ReadNews.aspx?no=1063377&inflow=N,코로나 생활지표
뉴시스,코로나 4차 대유행에 소비심리 다시 냉각,2021.07.28.,http://www.newsis.com/view/?id=NISX20210727_0001528563&cID=15001&pID=15000,코로나 생활지표
경남일보,펜데믹 뛰어 넘은 '2021 창원시여성공감생활아이디어공모대전',2021.07.26.,http://www.gnnews.co.kr/news/articleView.html?idxno=479646,코로나 생활지표
브라보마이라이프,코로나 4차 대유행에 소비심리 올해 처음 꺾였다,2021.07.28.,http://bravo.etoday.co.kr/view/atc_view.php?varAtcId=12515,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...충남 아산 어린이집 원생 11명 집단...,2021.08.01.,http://www.youthdaily.co.kr/news/article.html?no=77873,코로나 생활지표
에너지경제,소비심리 올해 들어 처음 악화…'코로나 4차 대유행' 우려,2021.07.28.,https://www.ekn.kr/web/view.php?key=20210728010004607,코로나 생활지표
시사뉴스,코로나 4차 대유행으로 소비심리 반년만에 하락 반전,2021.07.28.,https://www.sisa-news.com/news/article.html?no=166020,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...충남 아산 어린이집 원생 11명 집단...,2021.08.01.,http://www.youthdaily.co.kr/news/article.html?no=77873,코로나 생활지표
오마이뉴스,"황우석과 코로나... 미 공화당, 백신에 의문제기하는 이유",2021.08.01.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002762995&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,코로나 생활지표
영남일보,[위클리포유 커버스토리] 코로나에 발목잡힌 청년 채용시장 (2) 구직단념자 절...,2021.07.30.,https://www.yeongnam.com/web/view.php?key=20210730010003865,코로나 생활지표
메디칼타임즈,코로나로 20·30대 정신건강 타격...우울과 자살비율 높아,2021.07.26.,http://www.medicaltimes.com/Users/News/NewsView.html?mode=view&ID=1141943&REFERER=NP,코로나 생활지표
이데일리,코로나19에 공공도서관 방문객 급감…책 대여는 늘어,2021.09.27.,http://www.edaily.co.kr/news/newspath.asp?newsid=02771606629184384,코로나 생활지표
한국대학신문,"[입시특집/전주대]④ 주정아 입학처장 ""'다름'의 가치 존중… 획일화된 수능 ...",2021.07.28.,https://news.unn.net/news/articleView.html?idxno=511333,코로나 생활지표
머니투데이,"'대체불가 기술' 무장한 국대 기업, 코로나에도 '1조 클럽' 늘었다",2021.07.28.,http://news.mt.co.kr/mtview.php?no=2021072723472241219,코로나 생활지표
보안뉴스,"국내 영상보안 분야 대표 기업, 2021년 상반기 매출 실적 분석",2021-10-05,http://www.boannews.com/media/view.asp?idx=101216&kind=,코로나 생활지표
오마이뉴스,"황우석과 코로나... 미 공화당, 백신에 의문제기하는 이유",2021.08.01.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002762995&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,코로나 생활지표
영남일보,[위클리포유 커버스토리] 코로나에 발목잡힌 청년 채용시장 (2) 구직단념자 절...,2021.07.30.,https://www.yeongnam.com/web/view.php?key=20210730010003865,코로나 생활지표
메디칼타임즈,코로나로 20·30대 정신건강 타격...우울과 자살비율 높아,2021.07.26.,http://www.medicaltimes.com/Users/News/NewsView.html?mode=view&ID=1141943&REFERER=NP,코로나 생활지표
이데일리,코로나19에 공공도서관 방문객 급감…책 대여는 늘어,2021.09.27.,http://www.edaily.co.kr/news/newspath.asp?newsid=02771606629184384,코로나 생활지표
한국대학신문,"[입시특집/전주대]④ 주정아 입학처장 ""'다름'의 가치 존중… 획일화된 수능 ...",2021.07.28.,https://news.unn.net/news/articleView.html?idxno=511333,코로나 생활지표
머니투데이,"'대체불가 기술' 무장한 국대 기업, 코로나에도 '1조 클럽' 늘었다",2021.07.28.,http://news.mt.co.kr/mtview.php?no=2021072723472241219,코로나 생활지표
보안뉴스,"국내 영상보안 분야 대표 기업, 2021년 상반기 매출 실적 분석",2021-10-05,http://www.boannews.com/media/view.asp?idx=101216&kind=,코로나 생활지표
전민일보,반년째 개선 중이던 전북지역 소비자심리...코로나 4차 대유행 후 '급락',2021.07.28.,http://www.jeonmin.co.kr/news/articleView.html?idxno=336468,코로나 생활지표
펜앤드마이크,코로나 4차 대유행에 소비심리 7.1p 하락...올해 들어 첫 악화,2021.07.28.,http://www.pennmike.com/news/articleView.html?idxno=46225,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...서울 동작구 중학교 운동부 집단감염...,2021.07.26.,http://www.youthdaily.co.kr/news/article.html?no=77395,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...서울 동작구 중학교 운동부 집단감염...,2021.07.26.,http://www.youthdaily.co.kr/news/article.html?no=77395,코로나 생활지표
MBC연예,"‘아무튼 출근!’ 백지수, “신약 개발되는 기간 최소 10년”",2021.09.29.,http://enews.imbc.com/News/RetrieveNewsInfo/326425,코로나 생활지표
천지일보,[부산 코로나 현황] 100명 확진… 사흘만에 다시 세자릿수,2021.07.27.,http://www.newscj.com/news/articleView.html?idxno=884517,코로나 생활지표
핀포인트뉴스,"""빨리 개발되는 약 구매"", 코로나 치료제 추경예산 확보…업체별 개발 현황은",2021.07.31.,http://www.pinpointnews.co.kr/view.php?ud=202107310841289800cd1e7f0bdf_45,코로나 생활지표
세계일보,구매예산 편성됐는데 ‘먹는 코로나 치료제‘ 임상서 뚜렷한 효능 안나와…韓...,2021.07.30.,http://www.segye.com/content/html/2021/07/30/20210730517150.html?OutUrl=naver,코로나 생활지표
YTN,델타 변이 확산·감염 지표 악화...반전 가능할까?,2021.07.11.,https://www.ytn.co.kr/_ln/0103_202107112002596148,코로나 생활지표
뉴스1,"외국인 유학생 입국, 코로나 전보다 82% 감소…255명 확진",2021.07.28.,https://www.news1.kr/articles/?4386258,코로나 생활지표
공감신문,코로나19 재확산에 소비심리 꺾였다,2021.07.28.,http://www.gokorea.kr/news/articleView.html?idxno=710514,코로나 생활지표
중앙일보,코로나19에 소비심리 또 꺾이는데…집 값 상승 기대는 더 커졌다,2021.07.28.,https://news.joins.com/article/olink/23710430,코로나 생활지표
헬스조선,"코로나19로 바뀐 생활, 심혈관질환 위험 증가시킬 수 있어",2021.06.29.,https://health.chosun.com/site/data/html_dir/2021/06/29/2021062900773.html,코로나 생활지표
데일리메디,"'폐렴' 적정성평가 실시, 코로나19 환자는 '제외'",2021.07.22.,http://www.dailymedi.com/detail.php?number=872060&thread=22r01,코로나 생활지표
FETV,코로나 4차 대유행에...소비자심리 7개월 만에 '위축',2021.07.28.,https://www.fetv.co.kr/news/article.html?no=92169,코로나 생활지표
넥스트데일리,"백신 접종에 고무됐던 소비심리, 코로나 4차 대유행에 7.1% 급락",2021.07.28.,http://www.nextdaily.co.kr/news/article.html?id=20210728800006,코로나 생활지표
노컷뉴스,코로나19 신규확진 1710명…24일째 네 자릿수 확산세(종합),2021.07.30.,https://www.nocutnews.co.kr/news/5599123,코로나 생활지표
BBS NEWS,"7월 소비심리 악화....코로나19, 4차유행 영향",2021.07.28.,https://news.bbsi.co.kr/news/articleView.html?idxno=3039696,코로나 생활지표
부산제일경제,코로나 재확산에 다시 소비자 심리 얼어붙나?,2021.07.28.,https://www.busaneconomy.com/news/articleView.html?idxno=252743,코로나 생활지표
청년의사,"코로나19 환자 치료하는 전세계 의료진, 정신건강 '빨간불'",2021.07.26.,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2012890,코로나 생활지표
메디컬투데이,코로나19에 정신건강 여전히 심각…2030 4명중 1명은 ‘우울 위험’,2021.07.26.,http://www.mdtoday.co.kr/mdtoday/index.html?no=425912,코로나 생활지표
한겨레,코로나19 팬데믹도 ‘서울 벤처기업 성장’ 막지 못한다,S1면 1단,http://www.seouland.com/arti/society/society_general/8603.html,코로나 생활지표
연합인포맥스,소비자심리 7개월 만에 후퇴…코로나 4차유행에 경기전망 '비관',2021.07.28.,http://news.einfomax.co.kr/news/articleView.html?idxno=4159572,코로나 생활지표
메디컬투데이,"큐리언트, 먹는 코로나 염증 치료제 임상 2상 환자투약 개시",2021.07.29.,http://www.mdtoday.co.kr/mdtoday/index.html?no=426272,코로나 생활지표
조세일보,코로나로 꺾인 소비자심리지수…7개월만에 하락,2021.07.28.,http://www.joseilbo.com/news/news_read.php?uid=429383&class=18&grp=,코로나 생활지표
이데일리,"""몇년 더 간다""…美 초유의 인플레 위기 덮친 세가지 이유",A8면 TOP,http://www.edaily.co.kr/news/newspath.asp?newsid=02699446629184712,코로나 생활지표
MK스포츠,‘아무튼 출근!’ 즐거움과 자부심으로…현대인들의 밥벌이,2021.09.29.,http://mksports.co.kr/view/2021/924796/,코로나 생활지표
천지일보,[부산 코로나 현황] 확진자 63명 추가… 가족·지인 n차 전파 지속,2021.07.26.,http://www.newscj.com/news/articleView.html?idxno=884046,코로나 생활지표
남도일보,광주·전남 코로나 4차대유행에 소비심리 '악화',2021.07.28.,http://www.namdonews.com/news/articleView.html?idxno=654380,코로나 생활지표
매일경제,뉴욕 스타벅스 플라스틱 컵 동나간다…글로벌 공급망 퍼펙트스톰 몰려온다,A1면 1단,http://news.mk.co.kr/newsRead.php?no=920052&year=2021,코로나 생활지표
한의신문,"""코로나 백신 접종 전후 한의치료가 일상 복귀 앞당긴다""",2021.07.21.,https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=45457,코로나 생활지표
더퍼블릭,코로나19 4차 대유행에 얼어붙은 소비심리…저축 전망↓ 부채 전망↑,2021.07.28.,http://thepublic.kr/news/newsview.php?ncode=1065573752458764,코로나 생활지표
남도일보,광주 유흥업소發 코로나 집단감염 우려,2021.07.27.,http://www.namdonews.com/news/articleView.html?idxno=654268,코로나 생활지표
한의신문,"""코로나 백신 접종 전후 한의치료가 일상 복귀 앞당긴다""",2021.07.21.,https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=45457,코로나 생활지표
더퍼블릭,코로나19 4차 대유행에 얼어붙은 소비심리…저축 전망↓ 부채 전망↑,2021.07.28.,http://thepublic.kr/news/newsview.php?ncode=1065573752458764,코로나 생활지표
남도일보,광주 유흥업소發 코로나 집단감염 우려,2021.07.27.,http://www.namdonews.com/news/articleView.html?idxno=654268,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...대전 태권도학원 확진 누적 136명,2021.07.22.,http://www.youthdaily.co.kr/news/article.html?no=77070,코로나 생활지표
오마이뉴스,"코로나 환자 돌본다 하자 돌아온 말, 내 귀를 의심했다",2021.07.22.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002759738&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,코로나 생활지표
뉴스클레임,"유통업계의 착한 기부, 코로나19 속 나눔",2021.07.21.,http://newsclaim.co.kr/View.aspx?No=1866151,코로나 생활지표
플래텀,코로나19 진단 키트에 담겨진 기술,2021.07.23.,https://platum.kr/archives/167462,코로나 생활지표
시사뉴스,먹는 코로나 치료제 도입 논의?…?약국판매 된다면?,2021.07.19.,https://www.sisa-news.com/news/article.html?no=164894,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...빗썸 콜센터 직원 코로나19 확진,2021.07.20.,http://www.youthdaily.co.kr/news/article.html?no=76887,코로나 생활지표
부산제일경제,[코로나19 부산브리핑] 7월 20일 질의응답,2021.07.20.,https://www.busaneconomy.com/news/articleView.html?idxno=251688,코로나 생활지표
부산제일경제,[코로나19 부산브리핑] 7월 20일 질의응답,2021.07.20.,https://www.busaneconomy.com/news/articleView.html?idxno=251688,코로나 생활지표
인천일보,[금요초대석] 신윤관 생활ESG행동 기획단장,2021.07.22.,http://www.incheonilbo.com/news/articleView.html?idxno=1106254,코로나 생활지표
파이낸셜뉴스,"정부 ""코로나 재확산으로 내수 불확실성 확대 가능성""",2021.07.16.,http://www.fnnews.com/news/202107161017344528,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...대전 도안동 태권도학원 누적66명 비...,2021.07.19.,http://www.youthdaily.co.kr/news/article.html?no=76779,코로나 생활지표
내일신문,코로나19 재확산에 경기회복흐름 반전되나,2021.07.16.,http://www.naeil.com/news_view/?id_art=392882,코로나 생활지표
라이센스뉴스,"LG생활건강, 상반기 매출 4조·영업익 7000억원…'사상 최대'",2021.07.22.,http://www.lcnews.co.kr/news/articleView.html?idxno=21586,코로나 생활지표
건설타임즈,'녹지환경' 갖춘 부동산 주목…'다산역 파크애비뉴' 공급,2021-10-04,http://www.constimes.co.kr/news/articleView.html?idxno=225506,코로나 생활지표
데일리한국,"9월 소비심리 소폭 반등…백신접종 증가, 수출호조 영향",2021.09.28.,https://daily.hankooki.com/lpage/economy/202109/dh20210928084200138060.htm?s_ref=nv,코로나 생활지표
충청투데이,"최교진 세종시교육감 ""배움·삶의 지표 여는 세종 미래교육 펼치겠다""",2021.07.15.,https://www.cctoday.co.kr/news/articleView.html?idxno=2146177,코로나 생활지표
아시아경제,코로나 취약계층 미소금융 우루루…연체율 치솟기 시작했다(종합),2021.07.15.,https://view.asiae.co.kr/article/2021071516011026739,코로나 생활지표
청년의사,5차 폐렴 적정성 평가부터 '코로나19 의심 및 확진자' 제외,2021.07.16.,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2012607,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...광운대 아이스하키부 18명 집단감염,2021.07.18.,http://www.youthdaily.co.kr/news/article.html?no=76704,코로나 생활지표
JTBC,"4050 코로나 중환자 급증…""기저질환 몰라 더 위험""",2021.07.22.,https://news.jtbc.joins.com/article/article.aspx?news_id=NB12017120,코로나 생활지표
아시아경제,치솟는 미소금융 연체율…코로나 취약층 부실 '적신호',6면 TOP,https://view.asiae.co.kr/article/2021071510014443843,코로나 생활지표
뉴스1,'2030 중심 확산세·감염지표+델타변이'가 말한다…4차 대유행 진입,2021.07.06.,https://www.news1.kr/articles/?4361453,코로나 생활지표
브릿지경제,코로나19 확진자 1784명 ‘역대 최다’… 수도권 4단계 연장 불가피,2021.07.21.,http://www.viva100.com/main/view.php?key=20210721010005326,코로나 생활지표
메디칼타임즈,폐렴 질평가 10월부터 진행...코로나 의심·확진자 제외,2021.07.15.,http://www.medicaltimes.com/Users/News/NewsView.html?mode=view&ID=1141760&REFERER=NP,코로나 생활지표
이데일리,"[뉴스새벽배송]S&P, 엿새째 사상 최고…실업지표 호조",2021.07.02.,http://www.edaily.co.kr/news/newspath.asp?newsid=01410406629110584,코로나 생활지표
부산제일경제,[코로나19 부산브리핑] 7월 19일 질의응답,2021.07.19.,https://www.busaneconomy.com/news/articleView.html?idxno=251493,코로나 생활지표
게임동아,[창간] 게임 업계 코로나19 이후 호황 이어갈 수 있나,2021.07.20.,https://game.donga.com/100052/,코로나 생활지표
이데일리,"[뉴스새벽배송]S&P, 엿새째 사상 최고…실업지표 호조",2021.07.02.,http://www.edaily.co.kr/news/newspath.asp?newsid=01410406629110584,코로나 생활지표
부산제일경제,[코로나19 부산브리핑] 7월 19일 질의응답,2021.07.19.,https://www.busaneconomy.com/news/articleView.html?idxno=251493,코로나 생활지표
게임동아,[창간] 게임 업계 코로나19 이후 호황 이어갈 수 있나,2021.07.20.,https://game.donga.com/100052/,코로나 생활지표
서울와이어,유럽 코로나19 확진 5000만명 돌파 '델타 변이' 폭발적 증가…글로벌 경제 둔...,2021.07.20.,http://www.seoulwire.com/news/articleView.html?idxno=447170,코로나 생활지표
아시아경제,"기재부 ""코로나 재확산으로 내수 불확실성 다시 확대""",2021.07.16.,https://view.asiae.co.kr/article/2021071608543771029,코로나 생활지표
한겨레21,코로나 확진자 1615명이 최악일 수 있을까,2021.07.16.,https://h21.hani.co.kr/arti/society/society_general/50642.html,코로나 생활지표
뉴스티앤티,"충남도, 코로나19 확진자 9명(#4092~#4100) 추가 발생",2021.07.10.,http://www.newstnt.com/news/articleView.html?idxno=88519,코로나 생활지표
이데일리,"5월 통화량 21조 늘어..""코로나·공모주 등에 유동성 파티 이어진다""",A10면 3단,http://www.edaily.co.kr/news/newspath.asp?newsid=02620726629114192,코로나 생활지표
충북일보,"코로나 시대 주민 '삶 만족도', 세종만 50% 넘었다",2021.09.13.,https://www.inews365.com/news/article.html?no=682031,코로나 생활지표
중앙일보,"[View & Review] 늘어난 자가용 출퇴근, 코로나 피하려다 기름값 폭탄",E2면 1단,https://news.joins.com/article/olink/23703778,코로나 생활지표
천지일보,"""GDP 회복만 보고 코로나19 취약층 지원정책 축소 말아야""",2021.07.11.,http://www.newscj.com/news/articleView.html?idxno=878826,코로나 생활지표
이데일리,경기 회복세 속 주요 지표 주춤…'4.2% 성장' 달성 가능한가,2021.06.30.,http://www.edaily.co.kr/news/newspath.asp?newsid=02214006629086968,코로나 생활지표
시사저널,"[창원24시] 창원시-유흥지부, 코로나 긴급대책 회의 개최",2021.07.15.,http://www.sisajournal.com/news/articleView.html?idxno=220913,코로나 생활지표
중부일보,[사설] 폭염·코로나 이중고 시달리는 국민건강,2021.07.19.,http://www.joongboo.com/news/articleView.html?idxno=363495207,코로나 생활지표
메디컬월드뉴스,국내 하루평균 코로나19 환자 수도권 발생 비중 증가세…수도권 방역조치 강화...,2021.07.05.,http://medicalworldnews.co.kr/news/view.php?idx=1510943269,코로나 생활지표
한국일보,[인구와 경제]인구 감소 해법은 '인재 키우기'... 인재보너스 시대 도래,13면 TOP,https://hankookilbo.com/News/Read/A2021092914430002405?did=NA,코로나 생활지표
중앙일보,도시가스·공공요금까지 인상 대기…물가 9년만 최고치 전망,2021.09.26.,https://www.joongang.co.kr/article/25009637,코로나 생활지표
부산제일경제,[코로나19 부산브리핑] 7월 14일 질의응답,2021.07.14.,https://www.busaneconomy.com/news/articleView.html?idxno=251028,코로나 생활지표
메디컬월드뉴스,7월 12일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.07.13.,http://medicalworldnews.co.kr/news/view.php?idx=1510943424,코로나 생활지표
문화일보,류방란 “고교학점제는 논란 있지만 가야할 길…서술형 수능 도입도 함께 논의...,17면 TOP,http://www.munhwa.com/news/view.html?no=2021092901031718071001,코로나 생활지표
